"","Name","position","AB","R","HR","RBI","SB","AVG","adjusted_points","dollar_value"
"691","Lonnie Chisenhall","third_base",358,44,12,47,2,0.262,0.36,3.17
"484","Asdrubal Cabrera","shortstop",444,54,11,51,7,0.243,0.34,3.1
"798","Danny Espinosa","second_base",514,53,13,54,9,0.219,0.27,2.87
"2","Christian Bethancourt","catcher",407,34,9,41,6,0.238,0.21,2.7
"736","Sam Fuld","outfield",452,52,5,42,18,0.232,0.19,2.63
"568","Jean Segura","shortstop",474,51,8,46,21,0.262,0.18,2.59
"148","Jacob Lamb","third_base",420,45,12,49,3,0.25,0.05,2.16
"258","Grady Sizemore","outfield",447,47,10,45,7,0.239,-0.02,1.93
"319","Dioner Navarro","catcher",235,28,7,30,1,0.263,-0.22,1.29
"245","Ryan Doumit","catcher",294,32,9,35,2,0.237,-0.26,1.14
"317","Domonic Brown","outfield",364,41,13,46,5,0.255,-0.28,1.08
"437","Juan Uribe","third_base",427,43,11,50,2,0.253,-0.37,0.8
"326","Brayan Pena","catcher",325,30,5,32,3,0.25,-0.58,0.11
"125","Alex Rodriguez","third_base",362,45,12,45,5,0.235,-0.61,0.01
"520","Brandon Crawford","shortstop",529,52,9,53,5,0.234,-0.72,-0.35
"782","Justin Smoak","first_base",387,52,16,54,1,0.24,-0.75,-0.46
"127","Dalton Pompey","outfield",396,46,7,42,21,0.235,-0.75,-0.46
"647","J.P. Arencibia","catcher",314,33,13,40,1,0.209,-0.82,-0.69
"511","Francisco Cervelli","catcher",298,30,4,29,3,0.246,-0.87,-0.84
"441","Nick Swisher","first_base",415,53,14,50,1,0.234,-1.02,-1.35
"126","Brad Miller","shortstop",376,47,10,42,7,0.248,-1.07,-1.52
"788","Tyler Flowers","catcher",294,33,11,35,2,0.208,-1.09,-1.57
"150","Jose Ramirez","shortstop",426,48,5,40,20,0.252,-1.25,-2.08
"532","Daniel Nava","outfield",285,38,6,33,3,0.265,-1.28,-2.2
"291","Zack Cozart","shortstop",500,48,9,48,4,0.24,-1.32,-2.33
"621","Freddy Galvis","third_base",484,44,11,48,5,0.226,-1.33,-2.36
"708","Eric Sogard","second_base",396,44,4,37,13,0.25,-1.34,-2.39
"56","Ichiro Suzuki","outfield",381,38,4,34,12,0.267,-1.42,-2.66
"312","Mitch Moreland","first_base",384,48,15,51,2,0.244,-1.55,-3.09
"77","Michael Choice","outfield",310,39,10,38,3,0.243,-1.58,-3.17
"211","Rickie Weeks","second_base",331,42,10,38,6,0.238,-1.62,-3.32
"613","Andy Dirks","outfield",314,37,8,35,5,0.257,-1.63,-3.32
"368","Geovany Soto","catcher",272,28,9,32,2,0.224,-1.7,-3.57
"34","Adeiny Hechavarria","shortstop",549,47,4,48,9,0.248,-1.75,-3.74
"696","Justin Ruggiano","outfield",315,38,10,37,7,0.239,-1.97,-4.46
"493","Anthony Gose","outfield",347,41,5,34,20,0.236,-2.02,-4.61
"562","John Jaso","catcher",181,24,4,20,2,0.249,-2.04,-4.67
"103","Cody Asche","third_base",327,35,11,39,3,0.254,-2.06,-4.73
"506","Justin Turner","third_base",327,36,5,34,4,0.264,-2.08,-4.81
"72","Jake Marisnick","outfield",366,39,9,39,13,0.234,-2.09,-4.83
"248","Delmon Young","outfield",287,33,9,35,1,0.261,-2.2,-5.22
"526","Jake Smolinski","outfield",328,38,7,38,3,0.24,-2.27,-5.42
"827","Craig Gentry","outfield",327,37,3,29,18,0.254,-2.32,-5.6
"685","Mike Carp","outfield",302,36,11,38,2,0.238,-2.34,-5.65
"653","Eric Young","outfield",315,39,3,25,25,0.243,-2.37,-5.76
"758","Gerardo Parra","outfield",295,34,6,30,7,0.26,-2.37,-5.76
"785","Alexi Amarista","outfield",410,38,6,38,7,0.24,-2.38,-5.79
"593","Nate Schierholtz","outfield",337,37,10,41,5,0.233,-2.45,-6.03
"340","Nick Hundley","catcher",165,19,5,21,1,0.26,-2.52,-6.27
"293","Brandon Guyer","outfield",292,34,6,32,6,0.253,-2.68,-6.76
"3","Chris Owings","shortstop",388,40,8,39,9,0.251,-2.69,-6.79
"518","Tyler Colvin","outfield",365,38,11,41,4,0.22,-2.69,-6.81
"483","Ryan Hanigan","catcher",164,21,3,18,1,0.251,-2.71,-6.88
"2418","Kris Bryant","dh",267,39,16,42,5,0.261,-2.72,-6.9
"83","Michael Taylor","outfield",334,38,8,33,15,0.226,-2.77,-7.06
"3159","Rob Refsnyder","dh",352,44,8,41,8,0.255,-2.8,-7.17
"110","Rougned Odor","second_base",302,35,7,36,8,0.252,-2.87,-7.38
"210","Jonny Gomes","outfield",297,36,10,36,1,0.228,-2.89,-7.45
"296","Garrett Jones","first_base",310,41,14,45,1,0.25,-2.92,-7.57
"252","Jason Kubel","outfield",330,37,10,38,2,0.221,-2.98,-7.75
"514","Aaron Hicks","outfield",310,37,6,32,7,0.23,-3.04,-7.94
"380","Joaquin Arias","third_base",404,35,3,37,4,0.252,-3.05,-7.98
"203","Cody Ross","outfield",285,31,8,33,2,0.252,-3.15,-8.3
"263","Kelly Johnson","outfield",298,35,9,35,5,0.229,-3.17,-8.39
"412","Yunel Escobar","shortstop",359,39,5,35,2,0.251,-3.24,-8.61
"244","Will Venable","outfield",274,32,8,30,9,0.244,-3.28,-8.74
"88","Carlos Sanchez","second_base",353,36,3,31,9,0.247,-3.32,-8.87
"424","Scott Van Slyke","outfield",256,32,10,34,4,0.237,-3.36,-9
"114","Ryan Rua","outfield",283,32,8,35,3,0.242,-3.37,-9.02
"391","Andy Parrino","second_base",376,39,5,35,4,0.224,-3.45,-9.3
"810","Brock Holt","outfield",225,29,2,20,5,0.269,-3.51,-9.5
"281","Hank Conger","catcher",189,21,5,21,2,0.227,-3.54,-9.58
"349","Allen Craig","outfield",190,25,6,27,1,0.277,-3.58,-9.71
"469","Jarrod Dyson","outfield",275,33,2,23,27,0.246,-3.65,-9.96
"867","Darin Ruf","outfield",282,31,10,33,2,0.233,-3.75,-10.28
"236","John Buck","catcher",191,20,6,22,1,0.224,-3.77,-10.35
"779","Gordon Beckham","second_base",310,33,6,31,3,0.243,-3.81,-10.46
"649","Will Middlebrooks","third_base",332,33,12,39,3,0.221,-3.82,-10.52
"101","Chris Johnson","third_base",281,27,6,31,2,0.265,-3.87,-10.68
"512","Tuffy Gosewisch","catcher",254,21,5,24,2,0.218,-3.93,-10.87
"300","Tony Cruz","catcher",221,20,3,21,3,0.228,-3.94,-10.89
"343","Cliff Pennington","second_base",320,33,4,29,7,0.245,-3.95,-10.92
"417","Stephen Drew","shortstop",380,40,9,40,3,0.219,-3.98,-11.02
"121","Ryan Ludwick","outfield",275,30,8,33,1,0.238,-3.98,-11.02
"516","Alex Presley","outfield",223,27,5,24,5,0.26,-4,-11.1
"805","Josh Phegley","catcher",137,16,5,17,1,0.24,-4.05,-11.26
"648","Juan Francisco","third_base",268,31,12,36,2,0.224,-4.13,-11.51
"7","Tomas Telis","catcher",176,16,2,17,2,0.246,-4.13,-11.51
"384","Chris Stewart","catcher",186,18,2,17,2,0.235,-4.18,-11.67
"850","Ryan Goins","second_base",359,35,3,32,4,0.23,-4.28,-12.02
"47","Jurickson Profar","second_base",234,30,6,27,5,0.246,-4.33,-12.16
"70","Bryan Holaday","catcher",167,17,2,17,1,0.236,-4.35,-12.24
"388","Dayan Viciedo","outfield",203,25,9,28,1,0.251,-4.38,-12.33
"37","Cesar Hernandez","outfield",314,29,2,25,9,0.249,-4.39,-12.37
"521","Yangervis Solarte","third_base",257,28,5,24,1,0.249,-4.47,-12.64
"250","Ryan Howard","first_base",341,39,14,45,0,0.224,-4.5,-12.72
"572","Mike Aviles","third_base",281,29,5,29,8,0.243,-4.52,-12.79
"750","Daniel Descalso","third_base",224,26,3,24,4,0.262,-4.56,-12.93
"475","Kyle Blanks","outfield",180,24,8,26,1,0.254,-4.58,-12.98
"427","Chris Denorfia","outfield",200,24,4,20,4,0.263,-4.63,-13.17
"153","Chris Taylor","shortstop",290,33,3,28,10,0.254,-4.64,-13.18
"42","Willie Bloomquist","second_base",262,28,2,22,4,0.258,-4.69,-13.34
"761","Tim Federowicz","catcher",192,18,4,19,1,0.217,-4.74,-13.51
"682","A.J. Pierzynski","catcher",146,13,3,15,1,0.243,-4.8,-13.7
"116","Curt Casali","catcher",184,19,3,18,1,0.213,-4.81,-13.75
"18","Randal Grichuk","outfield",241,27,8,29,4,0.233,-4.85,-13.86
"575","Didi Gregorius","shortstop",296,33,6,31,2,0.241,-4.87,-13.94
"556","A.J. Ellis","catcher",155,16,3,16,1,0.226,-4.89,-14.01
"328","Welington Castillo","catcher",111,12,4,13,0,0.242,-4.94,-14.19
"641","Martin Maldonado","catcher",159,16,5,17,1,0.219,-4.97,-14.28
"579","David Murphy","outfield",196,23,5,23,2,0.257,-5,-14.37
"771","Rafael Furcal","second_base",231,27,3,20,6,0.253,-5.01,-14.4
"21","Adrian Nieto","catcher",160,17,4,16,2,0.215,-5.04,-14.51
"428","Erik Kratz","catcher",111,13,4,14,1,0.234,-5.08,-14.62
"228","Scott Hairston","outfield",241,27,9,30,4,0.223,-5.17,-14.93
"831","Michael McKenry","catcher",55,7,2,7,1,0.266,-5.2,-15.03
"517","Kristopher Negron","third_base",313,30,7,29,7,0.215,-5.3,-15.36
"287","Peter Bourjos","outfield",240,26,5,25,6,0.235,-5.31,-15.39
"2141","Oscar Hernandez","catcher",170,16,4,17,3,0.213,-5.35,-15.51
"29","JR Murphy","catcher",112,13,3,13,1,0.23,-5.37,-15.57
"651","Caleb Joseph","catcher",136,14,4,14,1,0.222,-5.39,-15.64
"193","Gerald Laird","catcher",135,13,2,13,1,0.231,-5.44,-15.79
"544","Jesus Montero","catcher",62,8,2,9,0,0.255,-5.47,-15.9
"58","Christian Colon","third_base",213,23,3,21,5,0.255,-5.52,-16.06
"860","Jordan Schafer","outfield",238,28,2,20,22,0.227,-5.57,-16.23
"119","C.J. Cron","first_base",276,32,9,35,2,0.247,-5.57,-16.23
"537","Jose Pirela","second_base",212,24,5,23,5,0.249,-5.61,-16.36
"656","Logan Forsythe","second_base",241,27,5,25,3,0.234,-5.62,-16.38
"688","Kevin Frandsen","second_base",204,21,2,20,2,0.27,-5.68,-16.58
"450","Junior Lake","outfield",221,24,6,24,6,0.234,-5.68,-16.59
"824","Steve Clevenger","catcher",70,8,1,7,0,0.252,-5.71,-16.7
"596","Andre Ethier","outfield",160,19,4,19,1,0.261,-5.8,-17
"531","Elian Herrera","outfield",263,25,2,22,6,0.236,-5.82,-17.07
"112","Jace Peterson","third_base",290,26,3,25,12,0.231,-5.92,-17.38
"415","Jose Lobaton","catcher",104,10,2,10,1,0.234,-5.95,-17.49
"336","Gaby Sanchez","first_base",266,32,8,33,2,0.24,-5.99,-17.61
"275","Maicer Izturis","third_base",185,21,2,18,3,0.256,-6.02,-17.71
"644","Eric Campbell","outfield",216,23,4,22,3,0.236,-6.03,-17.75
"239","Jeff Baker","first_base",294,31,6,32,3,0.248,-6.08,-17.91
"569","Jesus Sucre","catcher",140,12,1,12,1,0.223,-6.12,-18.02
"295","Jordan Pacheco","catcher",89,8,1,8,1,0.242,-6.15,-18.13
"418","Brett Hayes","catcher",113,11,4,13,1,0.218,-6.21,-18.34
"367","Skip Schumaker","outfield",243,22,2,20,2,0.241,-6.26,-18.48
"302","Travis Snider","outfield",146,18,5,18,2,0.253,-6.26,-18.49
"59","Cameron Rupp","catcher",148,13,4,14,1,0.202,-6.48,-19.21
"92","J.T. Realmuto","catcher",84,8,1,8,2,0.234,-6.5,-19.28
"584","Brendan Ryan","shortstop",359,34,3,29,7,0.206,-6.52,-19.36
"142","Andrew Susac","catcher",82,9,2,9,0,0.224,-6.61,-19.64
"548","Carlos Corporan","catcher",75,8,2,8,0,0.227,-6.69,-19.92
"342","John Mayberry","outfield",195,21,6,23,2,0.225,-6.72,-20.01
"5","Grant Green","second_base",164,18,3,18,2,0.258,-6.74,-20.07
"618","Sean Rodriguez","outfield",176,19,5,20,2,0.237,-6.74,-20.07
"662","Collin Cowgill","outfield",187,21,4,18,3,0.229,-6.77,-20.17
"165","Mark Ellis","second_base",218,22,2,19,3,0.24,-6.78,-20.18
"176","Wil Nieves","catcher",86,7,1,8,1,0.232,-6.8,-20.28
"525","Andrew Lambo","outfield",132,16,5,18,2,0.249,-6.87,-20.48
"627","Johnny Giavotella","second_base",150,17,2,15,3,0.262,-6.89,-20.57
"697","Endy Chavez","outfield",161,16,2,14,3,0.256,-6.9,-20.59
"74","Yorvit Torrealba","catcher",1,0,0,0,0,0.265,-6.99,-20.88
"43","Mike Olt","third_base",201,23,9,25,2,0.204,-7.08,-21.16
"2837","Francisco Lindor","shortstop",240,26,3,24,9,0.232,-7.12,-21.3
"588","Eduardo Escobar","shortstop",208,22,3,21,2,0.251,-7.15,-21.42
"706","Ryan Flaherty","third_base",176,20,5,20,1,0.227,-7.17,-21.47
"186","Lyle Overbay","first_base",291,30,6,31,2,0.228,-7.17,-21.49
"2852","Blake Swihart","catcher",28,3,0,3,0,0.245,-7.22,-21.62
"536","Jimmy Paredes","outfield",158,16,3,16,5,0.246,-7.22,-21.65
"306","Roberto Perez","catcher",105,11,2,9,1,0.199,-7.27,-21.8
"539","Austin Romine","catcher",55,6,1,6,1,0.226,-7.28,-21.85
"130","James McCann","catcher",29,3,0,3,0,0.243,-7.3,-21.91
"270","Jose Tabata","outfield",94,11,1,9,2,0.274,-7.31,-21.92
"41","Rob Brantly","catcher",56,5,1,5,0,0.23,-7.33,-21.98
"590","Tony Sanchez","catcher",55,6,1,6,0,0.225,-7.33,-21.99
"835","Josh Thole","catcher",27,3,0,3,0,0.242,-7.35,-22.05
"36","Derek Dietrich","second_base",153,18,5,18,1,0.239,-7.35,-22.05
"599","Brandon Barnes","outfield",130,15,3,15,3,0.248,-7.35,-22.07
"804","Chris Herrmann","catcher",56,6,1,5,1,0.224,-7.37,-22.13
"695","Mark Reynolds","third_base",163,20,8,22,2,0.214,-7.4,-22.23
"598","Carlos Quentin","outfield",126,16,5,17,0,0.236,-7.44,-22.35
"173","David Ross","catcher",80,8,3,9,1,0.206,-7.5,-22.56
"1523","Tommy Joseph","catcher",58,6,2,6,0,0.218,-7.52,-22.63
"523","Juan Perez","outfield",181,17,3,17,4,0.233,-7.58,-22.81
"2636","Austin Barnes","catcher",28,3,1,3,0,0.234,-7.58,-22.83
"776","Ryan Lavarnway","catcher",11,1,0,1,0,0.246,-7.6,-22.9
"161","Nick Punto","second_base",204,21,2,17,4,0.226,-7.61,-22.9
"346","Drew Butera","catcher",109,10,2,10,1,0.196,-7.62,-22.94
"541","Marwin Gonzalez","shortstop",211,22,3,21,4,0.24,-7.64,-22.99
"510","Sandy Leon","catcher",81,7,1,7,0,0.213,-7.64,-23
"2404","Ryan Casteel","catcher",1,0,0,0,0,0.25,-7.65,-23.03
"602","Luis Jimenez","third_base",155,16,4,18,3,0.238,-7.67,-23.1
"509","Robbie Grossman","outfield",125,16,2,12,4,0.237,-7.73,-23.31
"1356","Charlie Cutler","catcher",1,0,0,0,0,0.248,-7.73,-23.32
"654","Juan Centeno","catcher",56,4,0,4,0,0.228,-7.74,-23.35
"401","Anthony Recker","catcher",67,7,2,7,1,0.208,-7.74,-23.35
"709","Logan Schafer","outfield",172,17,3,16,3,0.229,-7.75,-23.38
"603","Ryan Sweeney","outfield",103,11,2,11,1,0.261,-7.76,-23.42
"1488","Shawn Zarraga","catcher",1,0,0,0,0,0.247,-7.78,-23.46
"1640","Dustin Garneau","catcher",28,3,1,3,0,0.229,-7.8,-23.55
"3034","Kevan Smith","catcher",28,3,1,3,0,0.228,-7.85,-23.69
"194","Reed Johnson","outfield",122,12,2,12,2,0.254,-7.85,-23.71
"3357","Tom Murphy","catcher",1,0,0,0,0,0.244,-7.91,-23.89
"158","Ramon Santiago","third_base",174,17,2,16,2,0.232,-7.94,-23.99
"871","Daniel Butler","catcher",16,2,0,2,0,0.233,-7.96,-24.05
"728","Chris Nelson","third_base",150,15,3,16,1,0.238,-8,-24.18
"20","Hector Sanchez","catcher",28,3,1,3,0,0.224,-8.02,-24.26
"558","Hernan Perez","second_base",128,14,2,12,4,0.251,-8.03,-24.28
"545","Ruben Tejada","shortstop",208,20,2,17,2,0.243,-8.05,-24.35
"1230","Ed Easley","catcher",1,0,0,0,0,0.239,-8.13,-24.61
"1296","Juan Graterol","catcher",1,0,0,0,0,0.239,-8.13,-24.61
"3152","Kevin Plawecki","catcher",1,0,0,0,0,0.239,-8.13,-24.61
"87","Andrew Romine","shortstop",205,21,2,18,7,0.236,-8.14,-24.65
"78","Matt den Dekker","outfield",137,14,3,13,4,0.235,-8.14,-24.65
"431","Steve Tolleson","third_base",120,14,2,13,3,0.242,-8.15,-24.68
"908","John Suomi","catcher",1,0,0,0,0,0.238,-8.17,-24.75
"981","James Skelton","catcher",1,0,0,0,0,0.238,-8.17,-24.75
"1727","Ramon Cabrera","catcher",1,0,0,0,0,0.238,-8.17,-24.75
"113","Tommy La Stella","second_base",90,10,1,9,1,0.27,-8.17,-24.76
"744","Francisco Pena","catcher",29,3,1,3,0,0.22,-8.2,-24.84
"1772","Chris O'Dowd","catcher",1,0,0,0,0,0.237,-8.22,-24.9
"2634","Taylor Davis","catcher",1,0,0,0,0,0.237,-8.22,-24.9
"38","Joey Terdoslavich","outfield",114,12,3,13,1,0.243,-8.22,-24.92
"353","Jeff Mathis","catcher",81,7,2,7,0,0.197,-8.23,-24.93
"138","Chris Colabello","outfield",91,12,4,13,0,0.24,-8.24,-24.98
"626","Zoilo Almonte","outfield",119,12,4,14,2,0.24,-8.24,-24.98
"260","Ryan Raburn","outfield",121,14,4,14,1,0.23,-8.25,-25
"634","Eduardo Nunez","shortstop",143,16,2,15,5,0.258,-8.26,-25.04
"1450","Rossmel Perez","catcher",1,0,0,0,0,0.236,-8.26,-25.04
"4053","Daniel Bethea","catcher",1,0,0,0,0,0.236,-8.26,-25.04
"661","Tyler Moore","outfield",90,11,4,12,1,0.244,-8.28,-25.12
"574","Jose Constanza","outfield",117,10,0,9,5,0.259,-8.29,-25.15
"2331","Brett Nicholas","catcher",1,0,0,0,0,0.235,-8.3,-25.18
"3165","Zane Chavez","catcher",1,0,0,0,0,0.235,-8.3,-25.18
"27","Reymond Fuentes","outfield",107,12,1,10,5,0.246,-8.32,-25.23
"232","Corey Hart","dh",160,20,6,21,1,0.253,-8.32,-25.23
"3150","Derrick Chung","catcher",1,0,0,0,0,0.234,-8.35,-25.33
"95","Kyle Parker","outfield",67,8,2,9,1,0.262,-8.37,-25.4
"687","Jhonatan Solano","catcher",1,0,0,0,0,0.233,-8.39,-25.47
"1372","A.J. Jimenez","catcher",1,0,0,0,0,0.233,-8.39,-25.47
"1902","Michael Ramirez","catcher",1,0,0,0,0,0.233,-8.39,-25.47
"12","Nick Franklin","second_base",123,15,3,13,2,0.235,-8.4,-25.49
"630","Josh Satin","third_base",105,12,2,12,1,0.246,-8.41,-25.53
"1039","Josh Ford","catcher",1,0,0,0,0,0.232,-8.44,-25.61
"2392","William Swanner","catcher",1,0,0,0,0,0.232,-8.44,-25.61
"2619","Craig Manuel","catcher",1,0,0,0,0,0.232,-8.44,-25.61
"2303","Tony Wolters","catcher",28,3,0,2,0,0.217,-8.44,-25.64
"1752","Raywilly Gomez","catcher",1,0,0,0,0,0.231,-8.48,-25.76
"3863","Stuart Turner","catcher",1,0,0,0,0,0.231,-8.48,-25.76
"15","Tucker Barnhart","catcher",28,2,0,2,0,0.221,-8.48,-25.77
"1590","Mike Ohlman","catcher",16,2,0,2,0,0.22,-8.53,-25.92
"327","Franklin Gutierrez","outfield",131,14,3,13,2,0.226,-8.53,-25.94
"122","Rafael Lopez","catcher",1,0,0,0,0,0.229,-8.57,-26.04
"954","Jose Yepez","catcher",1,0,0,0,0,0.229,-8.57,-26.04
"1843","Elias Diaz","catcher",1,0,0,0,0,0.229,-8.57,-26.04
"763","Donovan Solano","second_base",122,12,1,10,1,0.251,-8.57,-26.07
"828","Jeff Kobernus","outfield",104,10,1,9,6,0.25,-8.58,-26.07
"2284","Miguel Sano","dh",146,21,8,23,3,0.237,-8.58,-26.08
"49","Todd Cunningham","outfield",117,11,1,11,3,0.245,-8.58,-26.08
"604","Danny Valencia","third_base",93,11,3,11,1,0.244,-8.6,-26.16
"1871","Odubel Herrera","dh",268,24,2,23,7,0.237,-8.6,-26.16
"206","Humberto Quintero","catcher",1,0,0,0,0,0.228,-8.61,-26.19
"1309","Jose Felix","catcher",1,0,0,0,0,0.228,-8.61,-26.19
"2587","Peter O'Brien","catcher",1,0,0,0,0,0.228,-8.61,-26.19
"124","Tyler Collins","outfield",93,11,3,11,1,0.239,-8.62,-26.2
"689","Ed Lucas","third_base",126,13,2,12,1,0.236,-8.63,-26.26
"905","Damaso Espino","catcher",1,0,0,0,0,0.227,-8.65,-26.33
"2442","Gary Sanchez","catcher",1,0,0,0,0,0.227,-8.65,-26.33
"608","Kirk Nieuwenhuis","outfield",126,14,4,14,2,0.22,-8.68,-26.43
"668","Chris Gimenez","catcher",1,0,0,0,0,0.226,-8.7,-26.48
"726","Eric Fryer","catcher",1,0,0,0,0,0.226,-8.7,-26.48
"857","Bryan Anderson","catcher",1,0,0,0,0,0.226,-8.7,-26.48
"989","Devin Ivany","catcher",1,0,0,0,0,0.226,-8.7,-26.48
"1303","Luis De La Cruz","catcher",1,0,0,0,0,0.226,-8.7,-26.48
"2107","Cody Stanley","catcher",1,0,0,0,0,0.226,-8.7,-26.48
"2381","David Freitas","catcher",1,0,0,0,0,0.226,-8.7,-26.48
"3245","Carlos Garay","catcher",1,0,0,0,0,0.226,-8.7,-26.48
"3410","Tyler Heineman","catcher",1,0,0,0,0,0.226,-8.7,-26.48
"842","Justin Bour","first_base",181,20,5,22,1,0.245,-8.71,-26.51
"792","Audry Perez","catcher",1,0,0,0,0,0.225,-8.74,-26.62
"915","Salomon Manriquez","catcher",1,0,0,0,0,0.225,-8.74,-26.62
"1110","Shawn Mcgill","catcher",1,0,0,0,0,0.225,-8.74,-26.62
"1229","Matt Kennelly","catcher",1,0,0,0,0,0.225,-8.74,-26.62
"1267","Xorge Carrillo","catcher",1,0,0,0,0,0.225,-8.74,-26.62
"1506","Joel Galarraga","catcher",1,0,0,0,0,0.225,-8.74,-26.62
"1829","Leonel Escobar","catcher",1,0,0,0,0,0.225,-8.74,-26.62
"2490","Ryan Jenkins","catcher",1,0,0,0,0,0.225,-8.74,-26.62
"3598","Arturo Rodriguez","catcher",1,0,0,0,0,0.225,-8.74,-26.62
"793","Ramon Hernandez","catcher",1,0,0,0,0,0.224,-8.79,-26.76
"1056","Jair Fernandez","catcher",1,0,0,0,0,0.224,-8.79,-26.76
"1824","Julio Rodriguez","catcher",1,0,0,0,0,0.224,-8.79,-26.76
"3169","Jairo Rodriguez","catcher",1,0,0,0,0,0.224,-8.79,-26.76
"3624","Cael Brockmeyer","catcher",1,0,0,0,0,0.224,-8.79,-26.76
"381","Andrew Brown","outfield",89,11,3,11,1,0.235,-8.79,-26.78
"111","Cory Spangenberg","outfield",98,10,1,8,4,0.245,-8.8,-26.79
"580","Matt Pagnozzi","catcher",34,3,1,3,0,0.206,-8.81,-26.85
"1080","Nevin Ashley","catcher",1,0,0,0,0,0.223,-8.83,-26.91
"1347","Rene Garcia","catcher",1,0,0,0,0,0.223,-8.83,-26.91
"1550","Jason Hagerty","catcher",1,0,0,0,0,0.223,-8.83,-26.91
"1761","Carlos Perez","catcher",1,0,0,0,0,0.223,-8.83,-26.91
"411","Jonathan Herrera","second_base",150,14,1,13,3,0.235,-8.84,-26.94
"352","Chris Robinson","catcher",1,0,0,0,0,0.222,-8.87,-27.05
"1021","Jeff Howell","catcher",1,0,0,0,0,0.222,-8.87,-27.05
"1108","Justin Dalles","catcher",1,0,0,0,0,0.222,-8.87,-27.05
"1301","Eliezer Zambrano","catcher",1,0,0,0,0,0.222,-8.87,-27.05
"1735","Luis Alvarez","catcher",1,0,0,0,0,0.222,-8.87,-27.05
"1866","J.T. Wise","catcher",1,0,0,0,0,0.222,-8.87,-27.05
"1984","Cesar Tapia","catcher",1,0,0,0,0,0.222,-8.87,-27.05
"2138","Jose Mayorga","catcher",1,0,0,0,0,0.222,-8.87,-27.05
"2567","Jorge Alfaro","catcher",1,0,0,0,0,0.222,-8.87,-27.05
"3089","Pat Cantwell","catcher",1,0,0,0,0,0.222,-8.87,-27.05
"485","Tony Campana","outfield",126,12,0,10,7,0.235,-8.91,-27.18
"398","Miguel Gonzalez","catcher",1,0,0,0,0,0.221,-8.92,-27.19
"719","Rob Johnson","catcher",1,0,0,0,0,0.221,-8.92,-27.19
"963","Cole Armstrong","catcher",1,0,0,0,0,0.221,-8.92,-27.19
"1005","Brian Peacock","catcher",1,0,0,0,0,0.221,-8.92,-27.19
"1474","Francisco Arcia","catcher",1,0,0,0,0,0.221,-8.92,-27.19
"1852","Luis Sanz","catcher",1,0,0,0,0,0.221,-8.92,-27.19
"1865","Taylor Krick","catcher",1,0,0,0,0,0.221,-8.92,-27.19
"2198","John Hicks","catcher",1,0,0,0,0,0.221,-8.92,-27.19
"2520","Jayson Hernandez","catcher",1,0,0,0,0,0.221,-8.92,-27.19
"6","Max Stassi","catcher",11,1,0,1,0,0.216,-8.92,-27.2
"54","Phil Gosselin","second_base",113,11,1,9,1,0.248,-8.92,-27.21
"464","John Baker","catcher",54,4,0,4,0,0.201,-8.93,-27.22
"714","Guillermo Quiroz","catcher",1,0,0,0,0,0.22,-8.96,-27.34
"1149","Elio Sarmiento","catcher",1,0,0,0,0,0.22,-8.96,-27.34
"1478","Chun-Hsiu Chen","catcher",1,0,0,0,0,0.22,-8.96,-27.34
"1572","John Murrian","catcher",1,0,0,0,0,0.22,-8.96,-27.34
"1595","Sean Ochinko","catcher",1,0,0,0,0,0.22,-8.96,-27.34
"2434","Ryan Query","catcher",1,0,0,0,0,0.22,-8.96,-27.34
"3038","Jonathan Keener","catcher",1,0,0,0,0,0.22,-8.96,-27.34
"3142","Jeremy Dowdy","catcher",1,0,0,0,0,0.22,-8.96,-27.34
"3505","Lance Rymel","catcher",1,0,0,0,0,0.22,-8.96,-27.34
"1111","Kris Watts","catcher",1,0,0,0,0,0.219,-9.01,-27.48
"1838","Willians Astudillo","catcher",1,0,0,0,0,0.219,-9.01,-27.48
"2582","Jett Bandy","catcher",1,0,0,0,0,0.219,-9.01,-27.48
"175","Marco Scutaro","second_base",66,7,1,5,1,0.265,-9.04,-27.61
"616","Bobby Wilson","catcher",1,0,0,0,0,0.218,-9.05,-27.62
"1001","Juan Apodaca","catcher",1,0,0,0,0,0.218,-9.05,-27.62
"1224","Lars Davis","catcher",1,0,0,0,0,0.218,-9.05,-27.62
"1234","Daniel Rams","catcher",1,0,0,0,0,0.218,-9.05,-27.62
"1459","Juan Castillo","catcher",1,0,0,0,0,0.218,-9.05,-27.62
"1730","Jeremy Lucas","catcher",1,0,0,0,0,0.218,-9.05,-27.62
"1832","Gerwins Velasco","catcher",1,0,0,0,0,0.218,-9.05,-27.62
"1529","Kelly Dugan","outfield",93,9,3,10,1,0.239,-9.05,-27.62
"757","Jackson Williams","catcher",28,3,0,3,0,0.203,-9.06,-27.65
"442","Chris Snyder","catcher",1,0,0,0,0,0.217,-9.09,-27.77
"1193","Dan Rohlfing","catcher",1,0,0,0,0,0.217,-9.09,-27.77
"1212","Danny Lehmann","catcher",1,0,0,0,0,0.217,-9.09,-27.77
"1323","Petey Paramore","catcher",1,0,0,0,0,0.217,-9.09,-27.77
"2530","Daniel Torres","catcher",1,0,0,0,0,0.217,-9.09,-27.77
"2938","Casey Rasmus","catcher",1,0,0,0,0,0.217,-9.09,-27.77
"3642","Kyle Schwarber","catcher",1,0,0,0,0,0.217,-9.09,-27.77
